8 1 10 22 30 15 16 21 25 27 33 6 28 31 17 2 13 11 32 14 0 7 12 5 9 23 20 18 4 29 24 3 19 26 
26 21 0 20 18 13 2 16 12 8 27 6 28 31 30 19 23 7 5 4 25 11 1 17 9 14 33 22 32 29 24 3 15 10 
8 1 10 22 30 15 16 21 25 27 33 6 28 31 17 2 13 11 32 14 0 7 12 5 9 23 20 18 4 29 24 3 19 26 
26 21 32 14 1 9 19 16 15 6 33 27 17 31 28 30 22 7 5 4 25 11 0 23 13 18 20 8 10 12 3 24 29 2 
10 8 1 22 30 15 16 21 25 27 33 6 28 31 17 2 13 11 32 14 0 7 12 5 9 23 20 18 4 29 24 3 19 26 
26 21 32 14 1 9 19 16 12 27 33 6 17 31 28 30 22 7 5 4 25 11 0 23 13 18 20 8 10 15 3 24 29 2 
26 21 32 14 1 9 19 27 15 16 33 6 17 31 28 30 22 7 5 4 25 11 0 23 13 18 20 8 10 12 3 24 29 2 
26 32 14 1 21 13 2 8 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 19 9 23 27 20 18 29 24 3 15 10 
26 21 1 20 18 13 2 8 12 16 27 6 28 31 30 19 23 7 5 4 25 11 0 17 9 14 33 22 32 29 24 3 15 10 
26 21 14 20 18 13 2 27 12 16 33 6 28 31 30 19 23 7 5 4 25 11 0 17 9 1 8 22 32 29 24 3 15 10 
26 21 14 20 18 13 2 27 12 16 33 6 28 31 30 19 23 7 5 4 25 11 0 17 9 1 8 22 32 29 24 3 15 10 
26 32 14 1 21 13 2 27 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 23 9 18 20 19 8 29 24 3 15 10 
26 21 14 20 18 13 2 27 12 16 33 6 28 31 30 1 23 7 5 4 25 11 0 17 9 19 8 22 32 29 24 3 15 10 
26 21 14 20 18 13 2 27 12 16 33 6 28 31 30 1 23 7 5 4 25 11 0 17 9 19 8 22 32 29 24 3 15 10 
26 32 14 1 21 13 2 27 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 23 9 19 8 20 18 29 24 3 15 10 
26 32 14 1 21 13 2 27 12 16 33 6 28 31 17 30 22 7 5 4 25 11 0 23 9 18 20 19 8 29 24 3 15 10 
26 32 14 1 21 13 2 27 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 23 9 18 20 8 10 15 3 24 29 19 
26 21 32 14 1 13 2 8 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 19 9 23 27 20 18 29 24 3 15 10 
26 21 32 14 1 9 19 16 15 27 33 6 17 31 28 30 22 7 5 4 25 11 0 23 13 18 20 8 10 12 3 24 29 2 
26 32 14 1 21 13 2 16 12 8 27 6 28 31 30 19 23 7 5 4 25 11 0 17 9 33 22 20 18 29 24 3 15 10 
26 21 32 14 1 9 19 16 15 6 33 27 23 31 28 30 22 7 5 4 25 11 0 17 13 18 20 8 10 12 3 24 29 2 
26 21 32 14 1 13 2 8 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 19 9 23 27 20 18 29 24 3 15 10 
26 21 32 14 1 9 19 16 15 6 33 27 23 31 28 30 22 7 5 4 25 11 0 17 13 18 20 8 10 12 3 24 29 2 
26 21 1 20 18 13 2 16 12 8 27 6 28 31 30 19 23 7 5 4 25 11 0 17 9 14 33 22 32 29 24 3 15 10 
26 32 14 1 21 13 2 27 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 23 9 18 20 8 10 15 3 24 29 19 
26 21 1 20 18 13 2 16 12 8 27 6 28 31 30 19 23 7 5 4 25 11 0 17 9 33 14 22 32 29 24 3 15 10 
26 21 1 22 32 13 2 16 12 8 27 6 28 31 30 19 23 7 5 4 25 11 0 17 9 33 14 20 18 29 24 3 15 10 
26 32 14 1 21 13 2 27 12 16 33 6 28 31 17 30 22 7 5 4 25 11 0 23 9 18 20 19 8 29 24 3 15 10 
26 21 1 14 32 13 2 16 12 8 27 6 28 31 30 19 23 7 5 4 25 11 0 17 9 33 22 20 18 29 24 3 15 10 
26 32 14 1 21 13 2 27 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 23 9 19 8 20 18 29 24 3 15 10 
26 21 32 14 1 9 19 16 15 27 33 6 17 31 28 30 22 7 5 4 25 11 0 23 13 18 20 8 10 12 3 24 29 2 
26 32 14 1 21 13 2 8 12 16 33 6 17 31 28 30 22 7 5 4 25 11 0 19 9 23 27 20 18 29 24 3 15 10 
26 21 1 22 32 13 2 16 12 8 27 6 28 31 30 19 23 7 5 4 25 11 0 17 9 33 14 20 18 29 24 3 15 10 
