5254.0 13246.0 
12652.0 5712.0 
5254.0 13246.0 
6105.0 10945.0 
5547.0 12819.0 
6950.0 9072.0 
6872.0 9950.0 
8726.0 7107.0 
11319.0 6516.0 
9650.0 6840.0 
9650.0 6840.0 
7976.0 8041.0 
10477.0 6702.0 
10477.0 6702.0 
8404.0 8000.0 
7814.0 8683.0 
7607.0 8866.0 
8691.0 7488.0 
6331.0 10446.0 
11427.0 6232.0 
6487.0 10354.0 
8691.0 7488.0 
6487.0 10354.0 
11767.0 6108.0 
7607.0 8866.0 
11835.0 6027.0 
12289.0 5879.0 
7814.0 8683.0 
12156.0 5894.0 
8404.0 8000.0 
6331.0 10446.0 
8726.0 7107.0 
12289.0 5879.0 
11319.0 6516.0 
12156.0 5894.0 
11427.0 6232.0 
7976.0 8041.0 
11835.0 6027.0 
11767.0 6108.0 
5254.0 13246.0 
9650.0 6840.0 
10477.0 6702.0 
6487.0 10354.0 
7607.0 8866.0 
7814.0 8683.0 
8404.0 8000.0 
6331.0 10446.0 
8726.0 7107.0 
12289.0 5879.0 
11319.0 6516.0 
12156.0 5894.0 
11427.0 6232.0 
7976.0 8041.0 
11835.0 6027.0 
11767.0 6108.0 
5254.0 13246.0 
9650.0 6840.0 
10477.0 6702.0 
6487.0 10354.0 
7607.0 8866.0 
7814.0 8683.0 
8404.0 8000.0 
6331.0 10446.0 
11319.0 6516.0 
12289.0 5879.0 
12156.0 5894.0 
11835.0 6027.0 
7976.0 8041.0 
11767.0 6108.0 
5254.0 13246.0 
9650.0 6840.0 
10477.0 6702.0 
8404.0 8000.0 
6331.0 10446.0 
11319.0 6516.0 
12289.0 5879.0 
6487.0 10354.0 
7607.0 8866.0 
11835.0 6027.0 
7976.0 8041.0 
11767.0 6108.0 
5254.0 13246.0 
9650.0 6840.0 
10477.0 6702.0 
8404.0 8000.0 
6331.0 10446.0 
11319.0 6516.0 
12289.0 5879.0 
6487.0 10354.0 
7607.0 8866.0 
7976.0 8041.0 
11767.0 6108.0 
5254.0 13246.0 
10477.0 6702.0 
7607.0 8866.0 
7976.0 8041.0 
8404.0 8000.0 
11319.0 6516.0 
6487.0 10354.0 
12289.0 5879.0 
